Name;Path;Data Type;Logical Address;Comment;Kind;Station
5b_2_to_Warehouse;Forderband;Bool;%E13.1;;PLC;Forderband
5b_3_to_Warehouse;Forderband;Bool;%E13.2;;PLC;Forderband
5b_Roller Conveyor (2m) 1;Forderband;Bool;%A13.2;;PLC;Forderband
5b_Curved Roller Conveyor 4;Forderband;Bool;%A13.3;;PLC;Forderband
5b_Roller Conveyor (6m) 0;Forderband;Bool;%A13.4;;PLC;Forderband
5b_Curved Roller Conveyor 3 CCW;Forderband;Bool;%A13.5;;PLC;Forderband
5a_Diffuse Sensor 21;Forderband;Bool;%E12.1;;PLC;Forderband
5a_Roller Conveyor (2m) 0;Forderband;Bool;%A12.4;;PLC;Forderband
5a_Curved Roller Conveyor 0 CW;Forderband;Bool;%A12.3;;PLC;Forderband
5a_Diffuse Sensor 25;Forderband;Bool;%E12.2;;PLC;Forderband
5a_Roller Conveyor (6m) 3;Forderband;Bool;%A12.7;;PLC;Forderband
5a_Roller Conveyor (4m) 5;Forderband;Bool;%A12.6;;PLC;Forderband
4b_RFID Reader 2 Execute Command;Forderband;Bool;%A11.1;;PLC;Forderband
4a_RFID Reader 1 Command;4a_4b_RFID_Readers;DInt;%AD76;;PLC;4a_4b_RFID_Readers
4b_RFID Reader 2 Memory Index;4a_4b_RFID_Readers;DInt;%AD112;;PLC;4a_4b_RFID_Readers
4b_RFID Reader 2 Write Data;4a_4b_RFID_Readers;DInt;%AD108;;PLC;4a_4b_RFID_Readers
4a_RFID Reader 1 Status;4a_4b_RFID_Readers;DInt;%ED102;;PLC;4a_4b_RFID_Readers
4a_RFID Reader 1 Command ID;4a_4b_RFID_Readers;DInt;%ED110;;PLC;4a_4b_RFID_Readers
4a_RFID Reader 1 Read Data;4a_4b_RFID_Readers;DInt;%ED106;;PLC;4a_4b_RFID_Readers
4b_RFID Reader 2 Command ID;4a_4b_RFID_Readers;DInt;%ED138;;PLC;4a_4b_RFID_Readers
4b_RFID Reader 2 Status;4a_4b_RFID_Readers;DInt;%ED130;;PLC;4a_4b_RFID_Readers
4b_RFID Reader 2 Read Data;4a_4b_RFID_Readers;DInt;%ED134;;PLC;4a_4b_RFID_Readers
4a_RFID Reader 1 Execute Command;4a_4b_RFID_Readers;Bool;%A9.0;;PLC;4a_4b_RFID_Readers
4b_RFID Reader 2 Command;4a_4b_RFID_Readers;DInt;%AD104;;PLC;4a_4b_RFID_Readers
4a_RFID Reader 1 Memory Index;4a_4b_RFID_Readers;DInt;%AD84;;PLC;4a_4b_RFID_Readers
4a_RFID Reader 1 Write Data;4a_4b_RFID_Readers;DInt;%AD80;;PLC;4a_4b_RFID_Readers
2b_Vision Sensor Base(Value);2b_VisionDataSensors;DInt;%ED146;;PLC;2b_VisionDataSensors
2b_Vision Sensor Lid (Value);2b_VisionDataSensors;DInt;%ED142;;PLC;2b_VisionDataSensors
Memory_Index;Forderband;DInt;%MD2;;PLC;Forderband
RFID_Code_IN;Forderband;UDInt;%MD22;;PLC;Forderband
Artikelnummer_In;Forderband;UInt;%MW6;;PLC;Forderband
Material_Art_In;Forderband;USInt;%MB1;;PLC;Forderband
ProductType_In;Forderband;UInt;%MW26;;PLC;Forderband
2b_HMI_RFID_Bereit;2b_VisionDataSensors;Bool;%M30.0;;PLC;2b_VisionDataSensors
2b_HMI_RFID_Busy;2b_VisionDataSensors;Bool;%M30.1;;PLC;2b_VisionDataSensors
2b_HMI_RFID_Done;2b_VisionDataSensors;Bool;%M30.4;;PLC;2b_VisionDataSensors
2b_HMI_RFID_Reset;2b_VisionDataSensors;Bool;%M30.5;;PLC;2b_VisionDataSensors
2b_VisionData_Artikelnumber;2b_VisionDataSensors;UInt;%MW28;;PLC;2b_VisionDataSensors
2b_VisionData_ProductType;2b_VisionDataSensors;UInt;%MW38;;PLC;2b_VisionDataSensors
2b_VisionData_Combo_Done;2b_VisionDataSensors;Bool;%M40.0;;PLC;2b_VisionDataSensors
2a_VisionData_Write_Req;2b_VisionDataSensors;Bool;%M20.1;;PLC;2b_VisionDataSensors
2b_VisionData_RFID_CODE;2b_VisionDataSensors;UDInt;%MD42;;PLC;2b_VisionDataSensors
2b_HMI_RFID_Write;2b_VisionDataSensors;Bool;%M20.0;;PLC;2b_VisionDataSensors
2b_VisionData_Materialart;2b_VisionDataSensors;USInt;%MB46;;PLC;2b_VisionDataSensors
2b_VisionData_Both_Ready;Forderband;Bool;%M40.1;;PLC;Forderband
2b_VisionData_State;Forderband;Int;%MW48;;PLC;Forderband
2b_VisionData_Color_Code;Forderband;Int;%MW50;;PLC;Forderband
5b_RFID_Lesen;5b_RFID;Bool;%M65.0;;PLC;5b_RFID
Mode_Einricht;Warehouse;Bool;%M60.0;;PLC;Warehouse
Mode_Auto;Warehouse;Bool;%M60.1;;PLC;Warehouse
Mode_Hand;Warehouse;Bool;%M60.2;;PLC;Warehouse
Not_Aus;Warehouse;Bool;%M60.3;;PLC;Warehouse
HMI_Initialisieren;Warehouse;Bool;%M60.4;;PLC;Warehouse
HMI_Reset_Meldung;Warehouse;Bool;%M60.5;;PLC;Warehouse
HMI_Pos_Speichern;Warehouse;Bool;%M60.6;;PLC;Warehouse
HMI_Raster_Berechnen;Warehouse;Bool;%M60.7;;PLC;Warehouse
HMI_Loeschen;Warehouse;Bool;%M61.0;;PLC;Warehouse
HMI_Suchen;Warehouse;Bool;%M61.1;;PLC;Warehouse
HMI_FreiesFach;Warehouse;Bool;%M61.2;;PLC;Warehouse
HMI_Start_Einlagern;Warehouse;Bool;%M61.3;;PLC;Warehouse
HMI_Start_Auslagern;Warehouse;Bool;%M61.4;;PLC;Warehouse
HMI_Reset;Warehouse;Bool;%M61.5;;PLC;Warehouse
HMI_Stop;Warehouse;Bool;%M61.6;;PLC;Warehouse
HMI_Fachnummer;Warehouse;UInt;%MW80;;PLC;Warehouse
HMI_Pitch_X;Warehouse;Real;%MD84;;PLC;Warehouse
HMI_Pitch_Z;Warehouse;Real;%MD88;;PLC;Warehouse
HMI_Spalten;Warehouse;Int;%MW92;;PLC;Warehouse
HMI_Spalten_Rechts;Warehouse;Int;%MW94;;PLC;Warehouse
Paket_vor_Regal;Warehouse;Bool;%M62.0;;PLC;Warehouse
Paket_Fuer_Hochregal;Warehouse;Bool;%M62.1;;PLC;Warehouse
Palette_Aufgenommen;Warehouse;Bool;%M62.2;;PLC;Warehouse
Palette_Abgelegt;Warehouse;Bool;%M62.3;;PLC;Warehouse
Position_Erreicht;Warehouse;Bool;%M62.4;;PLC;Warehouse
Gabel_Rechts_Ausgefahren;Warehouse;Bool;%M62.5;;PLC;Warehouse
Gabel_Links_Ausgefahren;Warehouse;Bool;%M62.6;;PLC;Warehouse
Gabel_Eingefahren;Warehouse;Bool;%M62.7;;PLC;Warehouse
Ist_X;Warehouse;Real;%MD96;;PLC;Warehouse
Ist_Z;Warehouse;Real;%MD100;;PLC;Warehouse
Soll_X;Warehouse;Real;%MD104;;PLC;Warehouse
Soll_Z;Warehouse;Real;%MD108;;PLC;Warehouse
Home_X;Warehouse;Real;%MD112;;PLC;Warehouse
Home_Z;Warehouse;Real;%MD116;;PLC;Warehouse
Ausgabe_X;Warehouse;Real;%MD120;;PLC;Warehouse
Ausgabe_Z;Warehouse;Real;%MD124;;PLC;Warehouse
Fahre_Zu_Position;Warehouse;Bool;%M63.0;;PLC;Warehouse
Palette_Aufnehmen_Cmd;Warehouse;Bool;%M63.1;;PLC;Warehouse
Palette_Ablegen_Cmd;Warehouse;Bool;%M63.2;;PLC;Warehouse
Gabel_Rechts_Cmd;Warehouse;Bool;%M63.3;;PLC;Warehouse
Gabel_Links_Cmd;Warehouse;Bool;%M63.4;;PLC;Warehouse
Gabel_Mitte_Cmd;Warehouse;Bool;%M63.5;;PLC;Warehouse
HRL_Busy;Warehouse;Bool;%M64.0;;PLC;Warehouse
HRL_Done;Warehouse;Bool;%M64.1;;PLC;Warehouse
HRL_Error;Warehouse;Bool;%M64.2;;PLC;Warehouse
HRL_Mode_Auto;Warehouse;Bool;%M64.3;;PLC;Warehouse
HRL_Mode_Hand;Warehouse;Bool;%M64.4;;PLC;Warehouse
HRL_Mode_Einricht;Warehouse;Bool;%M64.5;;PLC;Warehouse
HMI_State;Warehouse;Int;%MW128;;PLC;Warehouse
HMI_Ziel_Fach;Warehouse;Int;%MW130;;PLC;Warehouse
HRL_Anzahl_Belegt;Warehouse;UInt;%MW132;;PLC;Warehouse
HRL_Anzahl_Frei;Warehouse;UInt;%MW134;;PLC;Warehouse
5b_Diffuse Sensor 48;Warehouse;Bool;%E13.4;;PLC;Warehouse
5b_Pallet_vor_Regal;Warehouse;Bool;%E14.3;;PLC;Warehouse
5b_Loading Conveyor 1;Warehouse;Bool;%A14.3;;PLC;Warehouse
5b_Stacker Crane 0 Moving-X;Warehouse;Bool;%E13.6;;PLC;Warehouse
5b_Stacker Crane 0 Moving-Z;Warehouse;Bool;%E13.7;;PLC;Warehouse
5b_Stacker Crane 0 Left Limit;Warehouse;Bool;%E14.0;;PLC;Warehouse
5b_Stacker Crane 0 Right Limit;Warehouse;Bool;%E14.1;;PLC;Warehouse
5b_Stacker Crane 0 Middle Limit;Warehouse;Bool;%E14.2;;PLC;Warehouse
5b_Stacker Crane 0 X Position (V);Warehouse;Real;%ED162;;PLC;Warehouse
5b_Stacker Crane 0 Z Position (V);Warehouse;Real;%ED166;;PLC;Warehouse
5b_Stacker Crane 0 (Left);Warehouse;Bool;%A14.0;;PLC;Warehouse
5b_Stacker Crane 0 (Right);Warehouse;Bool;%A14.1;;PLC;Warehouse
5b_Stacker Crane 0 X Set Point (V);Warehouse;Real;%AD136;;PLC;Warehouse
5b_Stacker Crane 0 Z Set Point (V);Warehouse;Real;%AD140;;PLC;Warehouse
5b_Pallet_vor_Regal_E13;Warehouse;Bool;%E13.3;;PLC;Warehouse
5b_RFID Reader 5 Status;5b_RFID;DInt;%ED150;;PLC;5b_RFID
5b_RFID Reader 5 Read Data;5b_RFID;DInt;%ED154;;PLC;5b_RFID
5b_RFID Reader 5 Command ID;5b_RFID;DInt;%ED158;;PLC;5b_RFID
5b_RFID Reader 5 Execute Command;5b_RFID;Bool;%A13.7;;PLC;5b_RFID
5b_RFID Reader 5 Command;5b_RFID;DInt;%AD124;;PLC;5b_RFID
5b_RFID Reader 5 Write Data;5b_RFID;DInt;%AD128;;PLC;5b_RFID
5b_RFID Reader 5 Memory Index;5b_RFID;DInt;%AD132;;PLC;5b_RFID
RFID_5b_Busy;5b_RFID;Bool;%M65.1;;PLC;5b_RFID
RFID_5b_Done;5b_RFID;Bool;%M65.2;;PLC;5b_RFID
RFID_5b_Error;5b_RFID;Bool;%M65.3;;PLC;5b_RFID
RFID_5b_State;5b_RFID;Int;%MW136;;PLC;5b_RFID
RFID_5b_Status_Code;5b_RFID;Int;%MW138;;PLC;5b_RFID
RFID_5b_Bereit;5b_RFID;Bool;%M65.4;;PLC;5b_RFID
RFID_5b_Gueltig;5b_RFID;Bool;%M65.5;;PLC;5b_RFID
RFID_5b_Fehler;5b_RFID;Bool;%M65.6;;PLC;5b_RFID
RFID_5b_Code_Out;5b_RFID;UDInt;%MD140;;PLC;5b_RFID
RFID_5b_Artikelnummer_Out;5b_RFID;UInt;%MW144;;PLC;5b_RFID
RFID_5b_Materialart_Out;5b_RFID;USInt;%MB146;;PLC;5b_RFID
RFID_5b_ProductTyp_Out;5b_RFID;UInt;%MW148;;PLC;5b_RFID
HMI_5a_Offset;HMI_Tags_Warehouse_2;Real;%MD52;;PLC;HMI_Tags_Warehouse_2
2b_HMI_RFID_Error;2b_VisionDataSensors;Bool;%M30.2;;PLC;2b_VisionDataSensors
2b_HMI_RFID_Gueltig;2b_VisionDataSensors;Bool;%M30.3;;PLC;2b_VisionDataSensors
2b_HMI_RFID_Fehler;2b_VisionDataSensors;Bool;%M30.6;;PLC;2b_VisionDataSensors
2b_HMI_RFID_Status_Code;2b_VisionDataSensors;Int;%MW44;;PLC;2b_VisionDataSensors
2b_HMI_RFID_Pallet_Tagged;Standard-Variablentabelle;Bool;%M40.2;;PLC;Standard-Variablentabelle
HMI_Copy_Ist_to_Soll;Warehouse;Bool;%M61.7;;PLC;Warehouse
HMI_Soll_X;Warehouse;Real;%MD152;;PLC;Warehouse
HMI_Soll_Z;Warehouse;Real;%MD156;;PLC;Warehouse
HMI_Soll_X_Plus;Warehouse;Bool;%M65.7;;PLC;Warehouse
HMI_Soll_X_Minus;Warehouse;Bool;%M66.0;;PLC;Warehouse
HMI_Soll_Z_Minus;Warehouse;Bool;%M66.2;;PLC;Warehouse
HMI_Jog_Step;Warehouse;Real;%MD160;;PLC;Warehouse
HMI_Soll_Z_Plus;Warehouse;Bool;%M66.1;;PLC;Warehouse
Band_Z;Warehouse;Real;%MD168;;PLC;Warehouse
Band_X;Warehouse;Real;%MD164;;PLC;Warehouse
5b_Warning_Light_5;Warehouse;Bool;%A14.2;;PLC;Warehouse
5b_Alarm Siren 2;Warehouse;Bool;%A14.4;;PLC;Warehouse
Band_Z_Lift;Warehouse;Real;%MD172;;PLC;Warehouse
Mode_Einricht_W2;HMI_Tags_Warehouse_2;Bool;%M70.0;;PLC;HMI_Tags_Warehouse_2
Mode_Auto_W2;HMI_Tags_Warehouse_2;Bool;%M70.1;;PLC;HMI_Tags_Warehouse_2
Mode_Hand_W2;HMI_Tags_Warehouse_2;Bool;%M70.2;;PLC;HMI_Tags_Warehouse_2
Not_Aus_W2;HMI_Tags_Warehouse_2;Bool;%M70.3;;PLC;HMI_Tags_Warehouse_2
HRL_2_Busy;HMI_Tags_Warehouse_2;Bool;%M74.0;;PLC;HMI_Tags_Warehouse_2
HRL_2_Done;HMI_Tags_Warehouse_2;Bool;%M74.1;;PLC;HMI_Tags_Warehouse_2
HRL_2_Error;HMI_Tags_Warehouse_2;Bool;%M74.2;;PLC;HMI_Tags_Warehouse_2
HMI_State_W2;HMI_Tags_Warehouse_2;Int;%MW228;;PLC;HMI_Tags_Warehouse_2
HMI_Stop_W2;HMI_Tags_Warehouse_2;Bool;%M71.6;;PLC;HMI_Tags_Warehouse_2
HMI_Start_Einlagern_W2;HMI_Tags_Warehouse_2;Bool;%M71.3;;PLC;HMI_Tags_Warehouse_2
HMI_Start_Auslagern_W2;HMI_Tags_Warehouse_2;Bool;%M71.4;;PLC;HMI_Tags_Warehouse_2
HMI_Reset_W2;HMI_Tags_Warehouse_2;Bool;%M71.5;;PLC;HMI_Tags_Warehouse_2
HMI_Reset_Meldung_W2;HMI_Tags_Warehouse_2;Bool;%M70.5;;PLC;HMI_Tags_Warehouse_2
HMI_Suchen_W2;HMI_Tags_Warehouse_2;Bool;%M71.1;;PLC;HMI_Tags_Warehouse_2
HMI_FreiesFach_W2;HMI_Tags_Warehouse_2;Bool;%M71.2;;PLC;HMI_Tags_Warehouse_2
HMI_Loeschen_W2;HMI_Tags_Warehouse_2;Bool;%M71.0;;PLC;HMI_Tags_Warehouse_2
HMI_Fachnummer_W2;HMI_Tags_Warehouse_2;UInt;%MW180;;PLC;HMI_Tags_Warehouse_2
HMI_Ziel_Fach_W2;HMI_Tags_Warehouse_2;Int;%MW230;;PLC;HMI_Tags_Warehouse_2
HRL_2_Anzahl_Belegt;HMI_Tags_Warehouse_2;UInt;%MW232;;PLC;HMI_Tags_Warehouse_2
HRL_2_Anzahl_Frei;HMI_Tags_Warehouse_2;UInt;%MW234;;PLC;HMI_Tags_Warehouse_2
Paket_Vor_Regal_W2;HMI_Tags_Warehouse_2;Bool;%M72.0;;PLC;HMI_Tags_Warehouse_2
Paket_Fuer_Hochregal_W2;HMI_Tags_Warehouse_2;Bool;%M72.1;;PLC;HMI_Tags_Warehouse_2
Ist_X_W2;HMI_Tags_Warehouse_2;Real;%MD196;;PLC;HMI_Tags_Warehouse_2
Ist_Z_W2;HMI_Tags_Warehouse_2;Real;%MD200;;PLC;HMI_Tags_Warehouse_2
Palette_Aufgenommen_W2;HMI_Tags_Warehouse_2;Bool;%M72.2;;PLC;HMI_Tags_Warehouse_2
Gabel_Links_Ausgefahren_W2;HMI_Tags_Warehouse_2;Bool;%M72.6;;PLC;HMI_Tags_Warehouse_2
Gabel_Rechts_Ausgefahren_W2;HMI_Tags_Warehouse_2;Bool;%M72.5;;PLC;HMI_Tags_Warehouse_2
Gabel_Eingefahren_W2;HMI_Tags_Warehouse_2;Bool;%M72.7;;PLC;HMI_Tags_Warehouse_2
HMI_Soll_X_W2;HMI_Tags_Warehouse_2;Real;%MD252;;PLC;HMI_Tags_Warehouse_2
HMI_Soll_Z_W2;HMI_Tags_Warehouse_2;Real;%MD256;;PLC;HMI_Tags_Warehouse_2
HMI_Jog_Step_W2;HMI_Tags_Warehouse_2;Real;%MD260;;PLC;HMI_Tags_Warehouse_2
HMI_Copy_Ist_to_Soll_W2;HMI_Tags_Warehouse_2;Bool;%M71.7;;PLC;HMI_Tags_Warehouse_2
HMI_Soll_X_Plus_W2;HMI_Tags_Warehouse_2;Bool;%M75.7;;PLC;HMI_Tags_Warehouse_2
HMI_Soll_X_Minus_W2;HMI_Tags_Warehouse_2;Bool;%M76.0;;PLC;HMI_Tags_Warehouse_2
HMI_Soll_Z_Plus_W2;HMI_Tags_Warehouse_2;Bool;%M76.1;;PLC;HMI_Tags_Warehouse_2
HMI_Soll_Z_Minus_W2;HMI_Tags_Warehouse_2;Bool;%M76.2;;PLC;HMI_Tags_Warehouse_2
Home_X_W2;HMI_Tags_Warehouse_2;Real;%MD212;;PLC;HMI_Tags_Warehouse_2
Home_Z_W2;HMI_Tags_Warehouse_2;Real;%MD216;;PLC;HMI_Tags_Warehouse_2
Ausgabe_X_W2;HMI_Tags_Warehouse_2;Real;%MD220;;PLC;HMI_Tags_Warehouse_2
Ausgabe_Z_W2;HMI_Tags_Warehouse_2;Real;%MD224;;PLC;HMI_Tags_Warehouse_2
Band_X_W2;HMI_Tags_Warehouse_2;Real;%MD264;;PLC;HMI_Tags_Warehouse_2
Band_Z_W2;HMI_Tags_Warehouse_2;Real;%MD268;;PLC;HMI_Tags_Warehouse_2
Band_Z_Lift_W2;HMI_Tags_Warehouse_2;Real;%MD272;;PLC;HMI_Tags_Warehouse_2
HMI_Copy_Ist_to_Band_W2;HMI_Tags_Warehouse_2;Bool;%M76.3;;PLC;HMI_Tags_Warehouse_2
HMI_Pitch_X_W2;HMI_Tags_Warehouse_2;Real;%MD184;;PLC;HMI_Tags_Warehouse_2
HMI_Pitch_Z_W2;HMI_Tags_Warehouse_2;Real;%MD188;;PLC;HMI_Tags_Warehouse_2
HMI_Spalten_W2;HMI_Tags_Warehouse_2;Int;%MW192;;PLC;HMI_Tags_Warehouse_2
HMI_Spalten_Rechts_W2;HMI_Tags_Warehouse_2;Int;%MW194;;PLC;HMI_Tags_Warehouse_2
HMI_Pos_Speichern_W2;HMI_Tags_Warehouse_2;Bool;%M70.6;;PLC;HMI_Tags_Warehouse_2
HMI_Raster_Berechnen_W2;HMI_Tags_Warehouse_2;Bool;%M70.7;;PLC;HMI_Tags_Warehouse_2
HMI_Initialisieren_W2;HMI_Tags_Warehouse_2;Bool;%M70.4;;PLC;HMI_Tags_Warehouse_2
Soll_X_W2;HMI_Tags_Warehouse_2;Real;%MD204;;PLC;HMI_Tags_Warehouse_2
Soll_Z_W2;HMI_Tags_Warehouse_2;Real;%MD208;;PLC;HMI_Tags_Warehouse_2
Fahre_Zu_Position_W2;HMI_Tags_Warehouse_2;Bool;%M73.0;;PLC;HMI_Tags_Warehouse_2
Gabel_Rechts_Cmd_W2;HMI_Tags_Warehouse_2;Bool;%M73.3;;PLC;HMI_Tags_Warehouse_2
Gabel_Links_Cmd_W2;HMI_Tags_Warehouse_2;Bool;%M73.4;;PLC;HMI_Tags_Warehouse_2
Gabel_Mitte_Cmd_W2;HMI_Tags_Warehouse_2;Bool;%M73.5;;PLC;HMI_Tags_Warehouse_2
Palette_Aufnehmen_Cmd_W2;HMI_Tags_Warehouse_2;Bool;%M73.1;;PLC;HMI_Tags_Warehouse_2
Palette_Ablegen_Cmd_W2;HMI_Tags_Warehouse_2;Bool;%M73.2;;PLC;HMI_Tags_Warehouse_2
5a_Metal_Pallette_A_Regal;Standard-Variablentabelle;Bool;%E15.6;;PLC;Standard-Variablentabelle
5a_Diffuse Sensor 55;Standard-Variablentabelle;Bool;%E12.3;;PLC;Standard-Variablentabelle
5a_Curved Roller Conveyor 7 CW;Standard-Variablentabelle;Bool;%A12.2;;PLC;Standard-Variablentabelle
5a_Loading Conveyor;Standard-Variablentabelle;Bool;%A14.5;;PLC;Standard-Variablentabelle
2a_Vision Sensor Lid(Value);2a_VisionDataSensors;DInt;%ED170;;PLC;2a_VisionDataSensors
2a_Vision Sensor Base(Value);2a_VisionDataSensors;DInt;%ED174;;PLC;2a_VisionDataSensors
2a_Metal_VisionData_Combo_Done;2a_VisionDataSensors;Bool;%M56.0;;PLC;2a_VisionDataSensors
2a_Metal_Vision_Reset;2a_VisionDataSensors;Bool;%M57.1;;PLC;2a_VisionDataSensors
2a_Metal_HMI_RFID_Write;2a_VisionDataSensors;Bool;%M57.0;;PLC;2a_VisionDataSensors
2a_Metal_VisionData_Both_Ready;2a_VisionDataSensors;Bool;%M56.1;;PLC;2a_VisionDataSensors
2a_Metal_VisionData_Busy;2a_VisionDataSensors;Bool;%M56.2;;PLC;2a_VisionDataSensors
2a_Metal_VisionData_Error;2a_VisionDataSensors;Bool;%M56.3;;PLC;2a_VisionDataSensors
2a_Metal_Vision_Lid_Valid;2a_VisionDataSensors;Bool;%M56.4;Code=8;PLC;2a_VisionDataSensors
2a_Metal_Vision_Base_Valid;2a_VisionDataSensors;Bool;%M56.5;Code=9;PLC;2a_VisionDataSensors
2a_Metal_Vision_Lid_Reject_Plastic;2a_VisionDataSensors;Bool;%M56.6;Code 1..6;PLC;2a_VisionDataSensors
2a_Metal_Vision_Base_Reject_Plastic;2a_VisionDataSensors;Bool;%M56.7;Code 1..6;PLC;2a_VisionDataSensors
2a_Metal_VisionData_Waiting_For_Write;2a_VisionDataSensors;Bool;%M57.2;;PLC;2a_VisionDataSensors
2a_Metal_VisionData_RFID_CODE;2a_VisionDataSensors;UDInt;%MD276;Production date YYMMDD;PLC;2a_VisionDataSensors
2a_Metal_VisionData_Artikelnummer;2a_VisionDataSensors;UInt;%MW250;Sequential article;PLC;2a_VisionDataSensors
2a_Metal_VisionData_Materialart;2a_VisionDataSensors;USInt;%MB284;Always 2=Metall;PLC;2a_VisionDataSensors
2a_Metal_VisionData_Prod_Year;2a_VisionDataSensors;UInt;%MW286;;PLC;2a_VisionDataSensors
2a_Metal_VisionData_Prod_Month;2a_VisionDataSensors;USInt;%MB288;;PLC;2a_VisionDataSensors
2a_Metal_VisionData_Prod_Day;2a_VisionDataSensors;USInt;%MB289;;PLC;2a_VisionDataSensors
2a_Metal_VisionData_State;2a_VisionDataSensors;Int;%MW294;1 sense 2 write 3 done 4 wait;PLC;2a_VisionDataSensors
5a_Stacker Crane 1 X Set Point (V);HMI_Tags_Warehouse_2;Real;%AD144;;PLC;HMI_Tags_Warehouse_2
5a_Stacker Crane 1 Z Set Point (V);HMI_Tags_Warehouse_2;Real;%AD148;;PLC;HMI_Tags_Warehouse_2
5a_Stacker Crane 1 X Position (V);HMI_Tags_Warehouse_2;Real;%ED178;;PLC;HMI_Tags_Warehouse_2
5a_Stacker Crane 1 Z Position (V);HMI_Tags_Warehouse_2;Real;%ED182;;PLC;HMI_Tags_Warehouse_2
5a_Stacker Crane 1 Moving-X;HMI_Tags_Warehouse_2;Bool;%E15.1;;PLC;HMI_Tags_Warehouse_2
5a_Stacker Crane 1 Moving-Z;HMI_Tags_Warehouse_2;Bool;%E15.2;;PLC;HMI_Tags_Warehouse_2
5a_Stacker Crane 1 Left Limit;HMI_Tags_Warehouse_2;Bool;%E15.3;;PLC;HMI_Tags_Warehouse_2
5a_Stacker Crane 1 Right Limit;HMI_Tags_Warehouse_2;Bool;%E15.4;;PLC;HMI_Tags_Warehouse_2
5a_Stacker Crane 1 Middle Limit;HMI_Tags_Warehouse_2;Bool;%E15.5;;PLC;HMI_Tags_Warehouse_2
5a_Metal_Palette_vor_regal;HMI_Tags_Warehouse_2;Bool;%E15.0;;PLC;HMI_Tags_Warehouse_2
Position_Erricht_W2;HMI_Tags_Warehouse_2;Bool;%M72.4;;PLC;HMI_Tags_Warehouse_2
5a_Stacker Crane 1 (Right);HMI_Tags_Warehouse_2;Bool;%A15.1;;PLC;HMI_Tags_Warehouse_2
5a_Stacker Crane 1 (Left);HMI_Tags_Warehouse_2;Bool;%A15.0;;PLC;HMI_Tags_Warehouse_2
Palette_Abgelegt_W2;HMI_Tags_Warehouse_2;Bool;%M72.3;;PLC;HMI_Tags_Warehouse_2
5a_Warning Light 4;HMI_Tags_Warehouse_2;Bool;%A15.2;;PLC;HMI_Tags_Warehouse_2
5a_Alarm Siren 0;HMI_Tags_Warehouse_2;Bool;%A15.3;;PLC;HMI_Tags_Warehouse_2
5a_RFID Reader 0 Command;5a_RFID;DInt;%AD88;;PLC;5a_RFID
5a_RFID Reader 0 Write Data;5a_RFID;DInt;%AD92;;PLC;5a_RFID
5a_RFID Reader 0 Memory Index;5a_RFID;DInt;%AD96;;PLC;5a_RFID
5a_RFID Reader 0 Execute Command;5a_RFID;Bool;%A15.4;;PLC;5a_RFID
5a_RFID Reader 0 Status;5a_RFID;DInt;%ED114;;PLC;5a_RFID
5a_RFID Reader 0 Read Data;5a_RFID;DInt;%ED118;;PLC;5a_RFID
5a_RFID Reader 0 Command ID;5a_RFID;DInt;%ED122;;PLC;5a_RFID
5a_RFID_Busy;5a_RFID;Bool;%M77.1;;PLC;5a_RFID
5a_RFID_Bereit;5a_RFID;Bool;%M77.4;;PLC;5a_RFID
5a_RFID_Gueltig;5a_RFID;Bool;%M77.5;;PLC;5a_RFID
5a_RFID_Fehler;5a_RFID;Bool;%M77.6;;PLC;5a_RFID
5a_RFID_Code_Out;5a_RFID;UDInt;%MD300;;PLC;5a_RFID
5a_RFID_Artikelnummer_Out;5a_RFID;UInt;%MW304;;PLC;5a_RFID
5a_RFID_Materialart_Out;5a_RFID;USInt;%MB306;;PLC;5a_RFID
5a_RFID_ProductTyp_Out;5a_RFID;UInt;%MW308;;PLC;5a_RFID
5a_RFID_Done;5a_RFID;Bool;%M77.2;;PLC;5a_RFID
5a_RFID_State;5a_RFID;Int;%MW310;;PLC;5a_RFID
5a_RFID_Error;5a_RFID;Bool;%M77.3;;PLC;5a_RFID
5a_RFID_Lesen;5a_RFID;Bool;%M77.0;;PLC;5a_RFID
HMI_5b_Offset;Warehouse;Real;%MD176;;PLC;Warehouse
5a_Roller Conveyor (2m) 5;Standard-Variablentabelle;Bool;%A12.5;;PLC;Standard-Variablentabelle
4a_RFID_Metal_Bereit;4a_4b_RFID_Readers;Bool;%M34.0;;PLC;4a_4b_RFID_Readers
4a_RFID_Metal_Gueltig;4a_4b_RFID_Readers;Bool;%M34.1;;PLC;4a_4b_RFID_Readers
4a_RFID_Metal_Fehler;4a_4b_RFID_Readers;Bool;%M34.2;;PLC;4a_4b_RFID_Readers
4a_RFID_Metal_ProductTyp_Out;4a_4b_RFID_Readers;UInt;%MW156;;PLC;4a_4b_RFID_Readers
4a_RFID_Artikelnummer_Out;4a_4b_RFID_Readers;UInt;%MW150;;PLC;4a_4b_RFID_Readers
4a_RFID_RFID_Materialart_Out;4a_4b_RFID_Readers;USInt;%MB182;;PLC;4a_4b_RFID_Readers
4a_RFID_Code_Out;4a_4b_RFID_Readers;UDInt;%MD236;;PLC;4a_4b_RFID_Readers
4a_RFID_Data_Out;4a_4b_RFID_Readers;UDInt;%MD240;;PLC;4a_4b_RFID_Readers
